well,od_600nm,strain,water_source,micronutrients,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value
F9,0.098,WT,Carboy,False,3,acetate,2021-08-06,1,3.8922222222222222,0.07892857142857145
F10,0.099,WT,Carboy,False,4,acetate,2021-08-06,1,3.8922222222222222,0.07892857142857145
C3,0.092,WT,CCSR,True,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C4,0.093,WT,CCSR,True,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C5,0.092,WT,CCSR,True,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C6,0.091,WT,CCSR,True,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C7,0.092,WT,MQ-,True,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C8,0.092,WT,MQ-,True,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C9,0.094,WT,MQ-,True,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C10,0.093,WT,MQ-,True,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D3,0.09,WT,CCSR,False,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D4,0.089,WT,CCSR,False,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D5,0.089,WT,CCSR,False,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D6,0.091,WT,CCSR,False,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D7,0.098,WT,MQ-,False,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D8,0.097,WT,MQ-,False,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D9,0.096,WT,MQ-,False,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
D10,0.098,WT,MQ-,False,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E3,0.091,WT,MQ+,True,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E4,0.091,WT,MQ+,True,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E5,0.092,WT,MQ+,True,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E6,0.091,WT,MQ+,True,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E7,0.091,WT,Carboy,True,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E8,0.092,WT,Carboy,True,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E9,0.094,WT,Carboy,True,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
E10,0.092,WT,Carboy,True,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F3,0.099,WT,MQ+,False,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F4,0.101,WT,MQ+,False,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F5,0.1,WT,MQ+,False,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F6,0.1,WT,MQ+,False,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F7,0.099,WT,Carboy,False,1,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F8,0.096,WT,Carboy,False,2,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F9,0.099,WT,Carboy,False,3,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
F10,0.1,WT,Carboy,False,4,acetate,2021-08-06,1,4.017777777777778,0.07896428571428572
C3,0.093,WT,CCSR,True,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C4,0.094,WT,CCSR,True,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C5,0.093,WT,CCSR,True,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C6,0.092,WT,CCSR,True,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C7,0.093,WT,MQ-,True,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C8,0.093,WT,MQ-,True,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C9,0.095,WT,MQ-,True,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C10,0.094,WT,MQ-,True,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D3,0.09,WT,CCSR,False,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D4,0.09,WT,CCSR,False,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D5,0.089,WT,CCSR,False,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D6,0.091,WT,CCSR,False,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D7,0.099,WT,MQ-,False,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D8,0.098,WT,MQ-,False,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D9,0.097,WT,MQ-,False,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
D10,0.098,WT,MQ-,False,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E3,0.091,WT,MQ+,True,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E4,0.091,WT,MQ+,True,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E5,0.093,WT,MQ+,True,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E6,0.092,WT,MQ+,True,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E7,0.092,WT,Carboy,True,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E8,0.092,WT,Carboy,True,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E9,0.094,WT,Carboy,True,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
E10,0.093,WT,Carboy,True,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F3,0.099,WT,MQ+,False,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F4,0.102,WT,MQ+,False,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F5,0.101,WT,MQ+,False,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F6,0.101,WT,MQ+,False,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F7,0.1,WT,Carboy,False,1,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F8,0.097,WT,Carboy,False,2,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F9,0.1,WT,Carboy,False,3,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
F10,0.1,WT,Carboy,False,4,acetate,2021-08-06,1,4.1433333333333335,0.07896428571428572
C3,0.093,WT,CCSR,True,1,acetate,2021-08-06,1,4.268888888888889,0.079
C4,0.095,WT,CCSR,True,2,acetate,2021-08-06,1,4.268888888888889,0.079
C5,0.094,WT,CCSR,True,3,acetate,2021-08-06,1,4.268888888888889,0.079
C6,0.092,WT,CCSR,True,4,acetate,2021-08-06,1,4.268888888888889,0.079
C7,0.094,WT,MQ-,True,1,acetate,2021-08-06,1,4.268888888888889,0.079
C8,0.093,WT,MQ-,True,2,acetate,2021-08-06,1,4.268888888888889,0.079
C9,0.096,WT,MQ-,True,3,acetate,2021-08-06,1,4.268888888888889,0.079
C10,0.095,WT,MQ-,True,4,acetate,2021-08-06,1,4.268888888888889,0.079
D3,0.09,WT,CCSR,False,1,acetate,2021-08-06,1,4.268888888888889,0.079
D4,0.09,WT,CCSR,False,2,acetate,2021-08-06,1,4.268888888888889,0.079
D5,0.09,WT,CCSR,False,3,acetate,2021-08-06,1,4.268888888888889,0.079
D6,0.092,WT,CCSR,False,4,acetate,2021-08-06,1,4.268888888888889,0.079
D7,0.1,WT,MQ-,False,1,acetate,2021-08-06,1,4.268888888888889,0.079
D8,0.099,WT,MQ-,False,2,acetate,2021-08-06,1,4.268888888888889,0.079
D9,0.098,WT,MQ-,False,3,acetate,2021-08-06,1,4.268888888888889,0.079
D10,0.099,WT,MQ-,False,4,acetate,2021-08-06,1,4.268888888888889,0.079
E3,0.092,WT,MQ+,True,1,acetate,2021-08-06,1,4.268888888888889,0.079
E4,0.092,WT,MQ+,True,2,acetate,2021-08-06,1,4.268888888888889,0.079
E5,0.094,WT,MQ+,True,3,acetate,2021-08-06,1,4.268888888888889,0.079
E6,0.093,WT,MQ+,True,4,acetate,2021-08-06,1,4.268888888888889,0.079
E7,0.092,WT,Carboy,True,1,acetate,2021-08-06,1,4.268888888888889,0.079
E8,0.093,WT,Carboy,True,2,acetate,2021-08-06,1,4.268888888888889,0.079
E9,0.095,WT,Carboy,True,3,acetate,2021-08-06,1,4.268888888888889,0.079
E10,0.094,WT,Carboy,True,4,acetate,2021-08-06,1,4.268888888888889,0.079
F3,0.1,WT,MQ+,False,1,acetate,2021-08-06,1,4.268888888888889,0.079
F4,0.102,WT,MQ+,False,2,acetate,2021-08-06,1,4.268888888888889,0.079
F5,0.102,WT,MQ+,False,3,acetate,2021-08-06,1,4.268888888888889,0.079
F6,0.102,WT,MQ+,False,4,acetate,2021-08-06,1,4.268888888888889,0.079
F7,0.101,WT,Carboy,False,1,acetate,2021-08-06,1,4.268888888888889,0.079
F8,0.098,WT,Carboy,False,2,acetate,2021-08-06,1,4.268888888888889,0.079
F9,0.1,WT,Carboy,False,3,acetate,2021-08-06,1,4.268888888888889,0.079
F10,0.101,WT,Carboy,False,4,acetate,2021-08-06,1,4.268888888888889,0.079
C3,0.094,WT,CCSR,True,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C4,0.095,WT,CCSR,True,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C5,0.094,WT,CCSR,True,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C6,0.093,WT,CCSR,True,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C7,0.095,WT,MQ-,True,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C8,0.094,WT,MQ-,True,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C9,0.097,WT,MQ-,True,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C10,0.096,WT,MQ-,True,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D3,0.091,WT,CCSR,False,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D4,0.09,WT,CCSR,False,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D5,0.09,WT,CCSR,False,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D6,0.092,WT,CCSR,False,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D7,0.1,WT,MQ-,False,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D8,0.099,WT,MQ-,False,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D9,0.098,WT,MQ-,False,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
D10,0.1,WT,MQ-,False,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E3,0.092,WT,MQ+,True,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E4,0.092,WT,MQ+,True,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E5,0.095,WT,MQ+,True,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E6,0.094,WT,MQ+,True,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E7,0.093,WT,Carboy,True,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E8,0.094,WT,Carboy,True,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E9,0.096,WT,Carboy,True,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
E10,0.094,WT,Carboy,True,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F3,0.101,WT,MQ+,False,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F4,0.103,WT,MQ+,False,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F5,0.102,WT,MQ+,False,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F6,0.103,WT,MQ+,False,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F7,0.101,WT,Carboy,False,1,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F8,0.098,WT,Carboy,False,2,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F9,0.101,WT,Carboy,False,3,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
F10,0.101,WT,Carboy,False,4,acetate,2021-08-06,1,4.394444444444445,0.07896428571428572
C3,0.095,WT,CCSR,True,1,acetate,2021-08-06,1,4.52,0.0790357142857143
C4,0.096,WT,CCSR,True,2,acetate,2021-08-06,1,4.52,0.0790357142857143
C5,0.095,WT,CCSR,True,3,acetate,2021-08-06,1,4.52,0.0790357142857143
C6,0.094,WT,CCSR,True,4,acetate,2021-08-06,1,4.52,0.0790357142857143
C7,0.096,WT,MQ-,True,1,acetate,2021-08-06,1,4.52,0.0790357142857143
C8,0.095,WT,MQ-,True,2,acetate,2021-08-06,1,4.52,0.0790357142857143
C9,0.098,WT,MQ-,True,3,acetate,2021-08-06,1,4.52,0.0790357142857143
C10,0.097,WT,MQ-,True,4,acetate,2021-08-06,1,4.52,0.0790357142857143
D3,0.091,WT,CCSR,False,1,acetate,2021-08-06,1,4.52,0.0790357142857143
D4,0.09,WT,CCSR,False,2,acetate,2021-08-06,1,4.52,0.0790357142857143
D5,0.09,WT,CCSR,False,3,acetate,2021-08-06,1,4.52,0.0790357142857143
D6,0.092,WT,CCSR,False,4,acetate,2021-08-06,1,4.52,0.0790357142857143
D7,0.101,WT,MQ-,False,1,acetate,2021-08-06,1,4.52,0.0790357142857143
D8,0.1,WT,MQ-,False,2,acetate,2021-08-06,1,4.52,0.0790357142857143
D9,0.099,WT,MQ-,False,3,acetate,2021-08-06,1,4.52,0.0790357142857143
D10,0.1,WT,MQ-,False,4,acetate,2021-08-06,1,4.52,0.0790357142857143
E3,0.093,WT,MQ+,True,1,acetate,2021-08-06,1,4.52,0.0790357142857143
E4,0.093,WT,MQ+,True,2,acetate,2021-08-06,1,4.52,0.0790357142857143
E5,0.096,WT,MQ+,True,3,acetate,2021-08-06,1,4.52,0.0790357142857143
E6,0.095,WT,MQ+,True,4,acetate,2021-08-06,1,4.52,0.0790357142857143
E7,0.094,WT,Carboy,True,1,acetate,2021-08-06,1,4.52,0.0790357142857143
E8,0.095,WT,Carboy,True,2,acetate,2021-08-06,1,4.52,0.0790357142857143
E9,0.097,WT,Carboy,True,3,acetate,2021-08-06,1,4.52,0.0790357142857143
E10,0.095,WT,Carboy,True,4,acetate,2021-08-06,1,4.52,0.0790357142857143
F3,0.102,WT,MQ+,False,1,acetate,2021-08-06,1,4.52,0.0790357142857143
F4,0.104,WT,MQ+,False,2,acetate,2021-08-06,1,4.52,0.0790357142857143
F5,0.103,WT,MQ+,False,3,acetate,2021-08-06,1,4.52,0.0790357142857143
F6,0.104,WT,MQ+,False,4,acetate,2021-08-06,1,4.52,0.0790357142857143
F7,0.102,WT,Carboy,False,1,acetate,2021-08-06,1,4.52,0.0790357142857143
F8,0.099,WT,Carboy,False,2,acetate,2021-08-06,1,4.52,0.0790357142857143
F9,0.102,WT,Carboy,False,3,acetate,2021-08-06,1,4.52,0.0790357142857143
F10,0.102,WT,Carboy,False,4,acetate,2021-08-06,1,4.52,0.0790357142857143
C3,0.096,WT,CCSR,True,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C4,0.097,WT,CCSR,True,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C5,0.096,WT,CCSR,True,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C6,0.096,WT,CCSR,True,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C7,0.097,WT,MQ-,True,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C8,0.096,WT,MQ-,True,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C9,0.099,WT,MQ-,True,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C10,0.098,WT,MQ-,True,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D3,0.091,WT,CCSR,False,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D4,0.091,WT,CCSR,False,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D5,0.091,WT,CCSR,False,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D6,0.093,WT,CCSR,False,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D7,0.102,WT,MQ-,False,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D8,0.101,WT,MQ-,False,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D9,0.1,WT,MQ-,False,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
D10,0.101,WT,MQ-,False,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E3,0.094,WT,MQ+,True,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E4,0.094,WT,MQ+,True,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E5,0.097,WT,MQ+,True,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E6,0.099,WT,MQ+,True,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E7,0.095,WT,Carboy,True,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E8,0.096,WT,Carboy,True,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E9,0.098,WT,Carboy,True,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
E10,0.096,WT,Carboy,True,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F3,0.102,WT,MQ+,False,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F4,0.105,WT,MQ+,False,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F5,0.104,WT,MQ+,False,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F6,0.105,WT,MQ+,False,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F7,0.102,WT,Carboy,False,1,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F8,0.1,WT,Carboy,False,2,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F9,0.102,WT,Carboy,False,3,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
F10,0.103,WT,Carboy,False,4,acetate,2021-08-06,1,4.645555555555555,0.07892857142857145
C3,0.097,WT,CCSR,True,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C4,0.098,WT,CCSR,True,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C5,0.097,WT,CCSR,True,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C6,0.097,WT,CCSR,True,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C7,0.098,WT,MQ-,True,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C8,0.098,WT,MQ-,True,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C9,0.1,WT,MQ-,True,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C10,0.099,WT,MQ-,True,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D3,0.092,WT,CCSR,False,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D4,0.091,WT,CCSR,False,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D5,0.091,WT,CCSR,False,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D6,0.093,WT,CCSR,False,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D7,0.103,WT,MQ-,False,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D8,0.102,WT,MQ-,False,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D9,0.101,WT,MQ-,False,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
D10,0.102,WT,MQ-,False,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E3,0.095,WT,MQ+,True,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E4,0.095,WT,MQ+,True,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E5,0.098,WT,MQ+,True,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E6,0.1,WT,MQ+,True,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E7,0.096,WT,Carboy,True,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E8,0.097,WT,Carboy,True,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E9,0.099,WT,Carboy,True,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
E10,0.097,WT,Carboy,True,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F3,0.103,WT,MQ+,False,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F4,0.106,WT,MQ+,False,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F5,0.106,WT,MQ+,False,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F6,0.106,WT,MQ+,False,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F7,0.103,WT,Carboy,False,1,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F8,0.101,WT,Carboy,False,2,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F9,0.103,WT,Carboy,False,3,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
F10,0.104,WT,Carboy,False,4,acetate,2021-08-06,1,4.771111111111111,0.07914285714285715
C3,0.098,WT,CCSR,True,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C4,0.099,WT,CCSR,True,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C5,0.099,WT,CCSR,True,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C6,0.098,WT,CCSR,True,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C7,0.099,WT,MQ-,True,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C8,0.099,WT,MQ-,True,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C9,0.101,WT,MQ-,True,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C10,0.1,WT,MQ-,True,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D3,0.092,WT,CCSR,False,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D4,0.092,WT,CCSR,False,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D5,0.092,WT,CCSR,False,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D6,0.094,WT,CCSR,False,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D7,0.103,WT,MQ-,False,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D8,0.103,WT,MQ-,False,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D9,0.102,WT,MQ-,False,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
D10,0.103,WT,MQ-,False,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E3,0.096,WT,MQ+,True,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E4,0.096,WT,MQ+,True,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E5,0.1,WT,MQ+,True,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E6,0.102,WT,MQ+,True,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E7,0.097,WT,Carboy,True,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E8,0.098,WT,Carboy,True,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E9,0.1,WT,Carboy,True,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
E10,0.098,WT,Carboy,True,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F3,0.104,WT,MQ+,False,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F4,0.107,WT,MQ+,False,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F5,0.107,WT,MQ+,False,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F6,0.108,WT,MQ+,False,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F7,0.104,WT,Carboy,False,1,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F8,0.102,WT,Carboy,False,2,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F9,0.104,WT,Carboy,False,3,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
F10,0.105,WT,Carboy,False,4,acetate,2021-08-06,1,4.8966666666666665,0.07892857142857145
C3,0.099,WT,CCSR,True,1,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C4,0.1,WT,CCSR,True,2,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C5,0.1,WT,CCSR,True,3,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C6,0.099,WT,CCSR,True,4,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C7,0.1,WT,MQ-,True,1,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C8,0.1,WT,MQ-,True,2,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C9,0.102,WT,MQ-,True,3,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
C10,0.101,WT,MQ-,True,4,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D3,0.092,WT,CCSR,False,1,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D4,0.092,WT,CCSR,False,2,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D5,0.092,WT,CCSR,False,3,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D6,0.094,WT,CCSR,False,4,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D7,0.104,WT,MQ-,False,1,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
D8,0.103,WT,MQ-,False,2,acetate,2021-08-06,1,5.022222222222222,0.07892857142857145
